id_cliente,nome_cliente,estado,email
83,Pedro  Santos,MG,cliente83@email.com
84,Maria Souza,ES,cliente84@email.com
85,Pedro  Santos,SP,cliente85@email.com
87,Maria Souza,SP,cliente87@email.com
88,Carlos José,ES,cliente88@email.com
89,Maria Souza,SP,cliente89@email.com
90,Maria Souza,SP,cliente90@email.com
91,Maria Souza,RJ,cliente91@email.com
92,Maria Souza,RJ,cliente92@email.com
93,Pedro  Santos,SP,cliente93@email.com
94,João Silva,ES,cliente94@email.com
95,Ana Paula,RJ,cliente95@email.com
96,Maria Souza,RJ,cliente96@email.com
98,Maria Souza,SP,cliente98@email.com
99,Carlos José,RJ,cliente99@email.com
100,Pedro  Santos,ES,cliente100@email.com
101,Carlos José,ES,cliente101@email.com
102,Ana Paula,SP,cliente102@email.com
103,João Silva,SP,cliente103@email.com
104,Carlos José,ES,cliente104@email.com
105,Carlos José,ES,cliente105@email.com
106,João Silva,ES,cliente106@email.com
107,Ana Paula,ES,cliente107@email.com
108,Maria Souza,ES,cliente108@email.com
109,Carlos José,RJ,cliente109@email.com
110,João Silva,MG,cliente110@email.com
111,Pedro  Santos,SP,cliente111@email.com
112,João Silva,ES,cliente112@email.com
113,Pedro  Santos,SP,cliente113@email.com
114,Ana Paula,SP,cliente114@email.com
115,Maria Souza,MG,cliente115@email.com
116,João Silva,SP,cliente116@email.com
117,Carlos José,SP,cliente117@email.com
119,João Silva,MG,cliente119@email.com
120,Carlos José,RJ,cliente120@email.com
121,João Silva,ES,cliente121@email.com
122,Pedro  Santos,MG,cliente122@email.com
124,João Silva,SP,cliente124@email.com
125,João Silva,ES,cliente125@email.com
126,Ana Paula,MG,cliente126@email.com
127,João Silva,SP,cliente127@email.com
128,Carlos José,MG,cliente128@email.com
129,Pedro  Santos,SP,cliente129@email.com
130,Pedro  Santos,MG,cliente130@email.com
131,João Silva,SP,cliente131@email.com
132,Ana Paula,ES,cliente132@email.com
133,Ana Paula,RJ,cliente133@email.com
134,Carlos José,SP,cliente134@email.com
135,João Silva,SP,cliente135@email.com
137,Ana Paula,MG,cliente137@email.com
138,João Silva,RJ,cliente138@email.com
139,Ana Paula,ES,cliente139@email.com
140,Ana Paula,MG,cliente140@email.com
141,Pedro  Santos,ES,cliente141@email.com
142,Maria Souza,SP,cliente142@email.com
143,Carlos José,MG,cliente143@email.com
144,Carlos José,RJ,cliente144@email.com
145,Pedro  Santos,ES,cliente145@email.com
146,Ana Paula,ES,cliente146@email.com
147,João Silva,SP,cliente147@email.com
148,Ana Paula,SP,cliente148@email.com
149,Pedro  Santos,ES,cliente149@email.com
150,Carlos José,SP,cliente150@email.com
151,Ana Paula,ES,cliente151@email.com
152,Carlos José,SP,cliente152@email.com
153,João Silva,ES,cliente153@email.com
154,Carlos José,SP,cliente154@email.com
155,Carlos José,SP,cliente155@email.com
156,Maria Souza,RJ,cliente156@email.com
158,Maria Souza,MG,cliente158@email.com
160,Pedro  Santos,SP,cliente160@email.com
161,Carlos José,SP,cliente161@email.com
162,Pedro  Santos,ES,cliente162@email.com
163,Pedro  Santos,ES,cliente163@email.com
164,Maria Souza,RJ,cliente164@email.com
165,Ana Paula,RJ,cliente165@email.com
166,João Silva,SP,cliente166@email.com
167,Maria Souza,ES,cliente167@email.com
168,Maria Souza,SP,cliente168@email.com
169,Ana Paula,MG,cliente169@email.com
170,João Silva,RJ,cliente170@email.com
171,Carlos José,RJ,cliente171@email.com
172,Carlos José,ES,cliente172@email.com
173,Maria Souza,SP,cliente173@email.com
174,João Silva,RJ,cliente174@email.com
175,Maria Souza,RJ,cliente175@email.com
176,Pedro  Santos,RJ,cliente176@email.com
177,Maria Souza,RJ,cliente177@email.com
178,Maria Souza,RJ,cliente178@email.com
179,Carlos José,MG,cliente179@email.com
180,Carlos José,SP,cliente180@email.com
181,Carlos José,MG,cliente181@email.com
182,Pedro  Santos,MG,cliente182@email.com
183,Carlos José,ES,cliente183@email.com
185,Ana Paula,SP,cliente185@email.com
186,João Silva,SP,cliente186@email.com
187,João Silva,MG,cliente187@email.com
188,Carlos José,RJ,cliente188@email.com
189,Ana Paula,SP,cliente189@email.com
190,Ana Paula,MG,cliente190@email.com
191,Ana Paula,RJ,cliente191@email.com
192,Pedro  Santos,SP,cliente192@email.com
193,Carlos José,SP,cliente193@email.com
194,Ana Paula,SP,cliente194@email.com
195,Pedro  Santos,RJ,cliente195@email.com
197,Maria Souza,SP,cliente197@email.com
198,Pedro  Santos,MG,cliente198@email.com
199,Pedro  Santos,RJ,cliente199@email.com
200,Carlos José,SP,cliente200@email.com
201,Carlos José,ES,cliente201@email.com
202,Maria Souza,SP,cliente202@email.com
203,Ana Paula,MG,cliente203@email.com
204,Maria Souza,ES,cliente204@email.com
205,Ana Paula,SP,cliente205@email.com
206,Ana Paula,RJ,cliente206@email.com
207,Carlos José,RJ,cliente207@email.com
208,João Silva,ES,cliente208@email.com
209,João Silva,RJ,cliente209@email.com
210,Pedro  Santos,SP,cliente210@email.com
211,Carlos José,SP,cliente211@email.com
212,Ana Paula,SP,cliente212@email.com
213,João Silva,SP,cliente213@email.com
214,Ana Paula,SP,cliente214@email.com
215,João Silva,SP,cliente215@email.com
217,João Silva,ES,cliente217@email.com
218,Carlos José,RJ,cliente218@email.com
219,Maria Souza,RJ,cliente219@email.com
220,Ana Paula,SP,cliente220@email.com
221,Carlos José,SP,cliente221@email.com
222,Carlos José,SP,cliente222@email.com
223,Carlos José,RJ,cliente223@email.com
224,Carlos José,SP,cliente224@email.com
225,Carlos José,MG,cliente225@email.com
226,Pedro  Santos,ES,cliente226@email.com
227,Ana Paula,RJ,cliente227@email.com
229,Ana Paula,ES,cliente229@email.com
230,Pedro  Santos,SP,cliente230@email.com
231,Pedro  Santos,MG,cliente231@email.com
232,Ana Paula,SP,cliente232@email.com
233,João Silva,SP,cliente233@email.com
234,Maria Souza,SP,cliente234@email.com
235,João Silva,RJ,cliente235@email.com
236,João Silva,ES,cliente236@email.com
237,João Silva,SP,cliente237@email.com
238,Carlos José,ES,cliente238@email.com
239,Pedro  Santos,MG,cliente239@email.com
240,João Silva,RJ,cliente240@email.com
241,Pedro  Santos,MG,cliente241@email.com
242,Ana Paula,SP,cliente242@email.com
243,Maria Souza,SP,cliente243@email.com
244,Ana Paula,RJ,cliente244@email.com
245,Ana Paula,SP,cliente245@email.com
246,Carlos José,RJ,cliente246@email.com
247,Maria Souza,MG,cliente247@email.com
248,Ana Paula,ES,cliente248@email.com
249,Ana Paula,SP,cliente249@email.com
250,Maria Souza,SP,cliente250@email.com
251,Maria Souza,SP,cliente251@email.com
252,Ana Paula,SP,cliente252@email.com
253,Maria Souza,MG,cliente253@email.com
255,Ana Paula,MG,cliente255@email.com
256,Carlos José,ES,cliente256@email.com
257,João Silva,RJ,cliente257@email.com
258,Ana Paula,SP,cliente258@email.com
259,Pedro  Santos,RJ,cliente259@email.com
260,João Silva,RJ,cliente260@email.com
262,João Silva,SP,cliente262@email.com
263,Carlos José,ES,cliente263@email.com
264,Ana Paula,SP,cliente264@email.com
265,Carlos José,ES,cliente265@email.com
266,Ana Paula,ES,cliente266@email.com
267,Carlos José,ES,cliente267@email.com
268,Carlos José,SP,cliente268@email.com
269,Pedro  Santos,MG,cliente269@email.com
270,Carlos José,MG,cliente270@email.com
271,Maria Souza,MG,cliente271@email.com
272,Pedro  Santos,MG,cliente272@email.com
273,Carlos José,SP,cliente273@email.com
274,João Silva,RJ,cliente274@email.com
275,Maria Souza,SP,cliente275@email.com
276,Maria Souza,MG,cliente276@email.com
277,Maria Souza,SP,cliente277@email.com
278,Pedro  Santos,ES,cliente278@email.com
279,Carlos José,SP,cliente279@email.com
280,Carlos José,SP,cliente280@email.com
281,João Silva,MG,cliente281@email.com
282,João Silva,SP,cliente282@email.com
283,Maria Souza,RJ,cliente283@email.com
284,João Silva,MG,cliente284@email.com
285,Pedro  Santos,MG,cliente285@email.com
286,Carlos José,SP,cliente286@email.com
287,Maria Souza,MG,cliente287@email.com
288,João Silva,SP,cliente288@email.com
290,Pedro  Santos,RJ,cliente290@email.com
291,João Silva,SP,cliente291@email.com
292,Carlos José,MG,cliente292@email.com
293,João Silva,SP,cliente293@email.com
295,João Silva,ES,cliente295@email.com
296,Pedro  Santos,SP,cliente296@email.com
297,João Silva,SP,cliente297@email.com
298,Carlos José,SP,cliente298@email.com
299,Ana Paula,MG,cliente299@email.com
300,João Silva,SP,cliente300@email.com
