id_cliente,nome_cliente,estado,email
70,Carlos José,São Paulo,cliente70@email.com
71,Ana Paula,Rio de Janeiro,cliente71@email.com
72,Pedro  Santos,RJ,cliente72@email.com
73,João Silva,São Paulo,cliente73@email.com
74,João Silva,S.Paulo,cliente74@email.com
75,MARIA SOUZA,ES,cliente75@email.com
76,Pedro  Santos,MG,cliente76@email.com
77,Ana Paula,MG,cliente77@email.com
78,Carlos José,Rio de Janeiro,cliente78@email.com
79,Carlos José,Minas Gerais,cliente79@email.com
80,Ana Paula,sp,cliente80@email.com
81,MARIA SOUZA,Minas Gerais,cliente81@email.com
82,Carlos José,sp,cliente82@email.com
83,Pedro  Santos,Minas Gerais,cliente83@email.com
84,MARIA SOUZA,ES,cliente84@email.com
85,Pedro  Santos,S.Paulo,cliente85@email.com
86,João Silva,S.Paulo,cliente85@email.com
87,MARIA SOUZA,São Paulo,cliente87@email.com
88,Carlos José,ES,cliente88@email.com
89,MARIA SOUZA,S.Paulo,cliente89@email.com
90,MARIA SOUZA,S.Paulo,cliente90@email.com
91,MARIA SOUZA,RJ,cliente91@email.com
92,MARIA SOUZA,RJ,cliente92@email.com
93,Pedro  Santos,São Paulo,cliente93@email.com
94,João Silva,ES,cliente94@email.com
95,Ana Paula,Rio de Janeiro,cliente95@email.com
96,MARIA SOUZA,RJ,cliente96@email.com
97,Carlos José,Rio de Janeiro,cliente96@email.com
98,MARIA SOUZA,SP,cliente98@email.com
99,Carlos José,RJ,cliente99@email.com
100,Pedro  Santos,ES,cliente100@email.com
101,Carlos José,ES,cliente101@email.com
102,Ana Paula,São Paulo,cliente102@email.com
103,João Silva,SP,cliente103@email.com
104,Carlos José,ES,cliente104@email.com
105,Carlos José,ES,cliente105@email.com
106,João Silva,ES,cliente106@email.com
107,Ana Paula,ES,cliente107@email.com
108,MARIA SOUZA,ES,cliente108@email.com
109,Carlos José,Rio de Janeiro,cliente109@email.com
110,João Silva,Minas Gerais,cliente110@email.com
111,Pedro  Santos,SP,cliente111@email.com
112,João Silva,ES,cliente112@email.com
113,Pedro  Santos,sp,cliente113@email.com
114,Ana Paula,SP,cliente114@email.com
115,MARIA SOUZA,Minas Gerais,cliente115@email.com
116,João Silva,SP,cliente116@email.com
117,Carlos José,S.Paulo,cliente117@email.com
118,Ana Paula,sp,cliente117@email.com
119,João Silva,Minas Gerais,cliente119@email.com
120,Carlos José,Rio de Janeiro,cliente120@email.com
121,João Silva,ES,cliente121@email.com
122,Pedro  Santos,MG,cliente122@email.com
123,João Silva,Minas Gerais,cliente122@email.com
124,João Silva,São Paulo,cliente124@email.com
125,João Silva,ES,cliente125@email.com
126,Ana Paula,Minas Gerais,cliente126@email.com
127,João Silva,S.Paulo,cliente127@email.com
128,Carlos José,MG,cliente128@email.com
129,Pedro  Santos,S.Paulo,cliente129@email.com
130,Pedro  Santos,MG,cliente130@email.com
131,João Silva,São Paulo,cliente131@email.com
132,Ana Paula,ES,cliente132@email.com
133,Ana Paula,Rio de Janeiro,cliente133@email.com
134,Carlos José,S.Paulo,cliente134@email.com
135,João Silva,S.Paulo,cliente135@email.com
136,Pedro  Santos,ES,cliente135@email.com
137,Ana Paula,MG,cliente137@email.com
138,João Silva,RJ,cliente138@email.com
139,Ana Paula,ES,cliente139@email.com
140,Ana Paula,MG,cliente140@email.com
141,Pedro  Santos,ES,cliente141@email.com
142,MARIA SOUZA,SP,cliente142@email.com
143,Carlos José,MG,cliente143@email.com
144,Carlos José,Rio de Janeiro,cliente144@email.com
145,Pedro  Santos,ES,cliente145@email.com
146,Ana Paula,ES,cliente146@email.com
147,João Silva,SP,cliente147@email.com
148,Ana Paula,sp,cliente148@email.com
149,Pedro  Santos,ES,cliente149@email.com
150,Carlos José,sp,cliente150@email.com
151,Ana Paula,ES,cliente151@email.com
152,Carlos José,S.Paulo,cliente152@email.com
153,João Silva,ES,cliente153@email.com
154,Carlos José,São Paulo,cliente154@email.com
155,Carlos José,sp,cliente155@email.com
156,MARIA SOUZA,Rio de Janeiro,cliente156@email.com
157,MARIA SOUZA,São Paulo,cliente156@email.com
158,MARIA SOUZA,Minas Gerais,cliente158@email.com
159,Carlos José,Minas Gerais,cliente158@email.com
160,Pedro  Santos,SP,cliente160@email.com
161,Carlos José,S.Paulo,cliente161@email.com
162,Pedro  Santos,ES,cliente162@email.com
163,Pedro  Santos,ES,cliente163@email.com
164,MARIA SOUZA,RJ,cliente164@email.com
165,Ana Paula,Rio de Janeiro,cliente165@email.com
166,João Silva,sp,cliente166@email.com
167,MARIA SOUZA,ES,cliente167@email.com
168,MARIA SOUZA,São Paulo,cliente168@email.com
169,Ana Paula,Minas Gerais,cliente169@email.com
170,João Silva,Rio de Janeiro,cliente170@email.com
171,Carlos José,RJ,cliente171@email.com
172,Carlos José,ES,cliente172@email.com
173,MARIA SOUZA,SP,cliente173@email.com
174,João Silva,RJ,cliente174@email.com
175,MARIA SOUZA,Rio de Janeiro,cliente175@email.com
176,Pedro  Santos,RJ,cliente176@email.com
177,MARIA SOUZA,Rio de Janeiro,cliente177@email.com
178,MARIA SOUZA,Rio de Janeiro,cliente178@email.com
179,Carlos José,MG,cliente179@email.com
180,Carlos José,sp,cliente180@email.com
181,Carlos José,Minas Gerais,cliente181@email.com
182,Pedro  Santos,MG,cliente182@email.com
183,Carlos José,ES,cliente183@email.com
184,João Silva,MG,cliente183@email.com
185,Ana Paula,S.Paulo,cliente185@email.com
186,João Silva,S.Paulo,cliente186@email.com
187,João Silva,Minas Gerais,cliente187@email.com
188,Carlos José,RJ,cliente188@email.com
189,Ana Paula,sp,cliente189@email.com
190,Ana Paula,Minas Gerais,cliente190@email.com
191,Ana Paula,Rio de Janeiro,cliente191@email.com
192,Pedro  Santos,São Paulo,cliente192@email.com
193,Carlos José,sp,cliente193@email.com
194,Ana Paula,sp,cliente194@email.com
195,Pedro  Santos,Rio de Janeiro,cliente195@email.com
196,MARIA SOUZA,Rio de Janeiro,cliente195@email.com
197,MARIA SOUZA,SP,cliente197@email.com
198,Pedro  Santos,Minas Gerais,cliente198@email.com
199,Pedro  Santos,Rio de Janeiro,cliente199@email.com
200,Carlos José,S.Paulo,cliente200@email.com
201,Carlos José,ES,cliente201@email.com
202,MARIA SOUZA,São Paulo,cliente202@email.com
203,Ana Paula,Minas Gerais,cliente203@email.com
204,MARIA SOUZA,ES,cliente204@email.com
205,Ana Paula,S.Paulo,cliente205@email.com
206,Ana Paula,RJ,cliente206@email.com
207,Carlos José,Rio de Janeiro,cliente207@email.com
208,João Silva,ES,cliente208@email.com
209,João Silva,Rio de Janeiro,cliente209@email.com
210,Pedro  Santos,sp,cliente210@email.com
211,Carlos José,S.Paulo,cliente211@email.com
212,Ana Paula,sp,cliente212@email.com
213,João Silva,SP,cliente213@email.com
214,Ana Paula,sp,cliente214@email.com
215,João Silva,SP,cliente215@email.com
216,João Silva,SP,cliente215@email.com
217,João Silva,ES,cliente217@email.com
218,Carlos José,Rio de Janeiro,cliente218@email.com
219,MARIA SOUZA,RJ,cliente219@email.com
220,Ana Paula,sp,cliente220@email.com
221,Carlos José,S.Paulo,cliente221@email.com
222,Carlos José,SP,cliente222@email.com
223,Carlos José,Rio de Janeiro,cliente223@email.com
224,Carlos José,São Paulo,cliente224@email.com
225,Carlos José,Minas Gerais,cliente225@email.com
226,Pedro  Santos,ES,cliente226@email.com
227,Ana Paula,RJ,cliente227@email.com
228,Carlos José,MG,cliente227@email.com
229,Ana Paula,ES,cliente229@email.com
230,Pedro  Santos,São Paulo,cliente230@email.com
231,Pedro  Santos,Minas Gerais,cliente231@email.com
232,Ana Paula,São Paulo,cliente232@email.com
233,João Silva,sp,cliente233@email.com
234,MARIA SOUZA,SP,cliente234@email.com
235,João Silva,RJ,cliente235@email.com
236,João Silva,ES,cliente236@email.com
237,João Silva,SP,cliente237@email.com
238,Carlos José,ES,cliente238@email.com
239,Pedro  Santos,Minas Gerais,cliente239@email.com
240,João Silva,Rio de Janeiro,cliente240@email.com
241,Pedro  Santos,MG,cliente241@email.com
242,Ana Paula,S.Paulo,cliente242@email.com
243,MARIA SOUZA,SP,cliente243@email.com
244,Ana Paula,RJ,cliente244@email.com
245,Ana Paula,São Paulo,cliente245@email.com
246,Carlos José,RJ,cliente246@email.com
247,MARIA SOUZA,Minas Gerais,cliente247@email.com
248,Ana Paula,ES,cliente248@email.com
249,Ana Paula,São Paulo,cliente249@email.com
250,MARIA SOUZA,S.Paulo,cliente250@email.com
251,MARIA SOUZA,S.Paulo,cliente251@email.com
252,Ana Paula,SP,cliente252@email.com
253,MARIA SOUZA,Minas Gerais,cliente253@email.com
254,Ana Paula,Rio de Janeiro,cliente253@email.com
255,Ana Paula,Minas Gerais,cliente255@email.com
256,Carlos José,ES,cliente256@email.com
257,João Silva,RJ,cliente257@email.com
258,Ana Paula,S.Paulo,cliente258@email.com
259,Pedro  Santos,RJ,cliente259@email.com
260,João Silva,RJ,cliente260@email.com
261,João Silva,RJ,cliente260@email.com
262,João Silva,S.Paulo,cliente262@email.com
263,Carlos José,ES,cliente263@email.com
264,Ana Paula,sp,cliente264@email.com
265,Carlos José,ES,cliente265@email.com
266,Ana Paula,ES,cliente266@email.com
267,Carlos José,ES,cliente267@email.com
268,Carlos José,São Paulo,cliente268@email.com
269,Pedro  Santos,Minas Gerais,cliente269@email.com
270,Carlos José,Minas Gerais,cliente270@email.com
271,MARIA SOUZA,MG,cliente271@email.com
272,Pedro  Santos,Minas Gerais,cliente272@email.com
273,Carlos José,S.Paulo,cliente273@email.com
274,João Silva,Rio de Janeiro,cliente274@email.com
275,MARIA SOUZA,SP,cliente275@email.com
276,MARIA SOUZA,MG,cliente276@email.com
277,MARIA SOUZA,SP,cliente277@email.com
278,Pedro  Santos,ES,cliente278@email.com
279,Carlos José,SP,cliente279@email.com
280,Carlos José,SP,cliente280@email.com
281,João Silva,MG,cliente281@email.com
282,João Silva,São Paulo,cliente282@email.com
283,MARIA SOUZA,RJ,cliente283@email.com
284,João Silva,Minas Gerais,cliente284@email.com
285,Pedro  Santos,Minas Gerais,cliente285@email.com
286,Carlos José,S.Paulo,cliente286@email.com
287,MARIA SOUZA,MG,cliente287@email.com
288,João Silva,S.Paulo,cliente288@email.com
289,Pedro  Santos,Rio de Janeiro,cliente288@email.com
290,Pedro  Santos,Rio de Janeiro,cliente290@email.com
291,João Silva,S.Paulo,cliente291@email.com
292,Carlos José,MG,cliente292@email.com
293,João Silva,S.Paulo,cliente293@email.com
294,MARIA SOUZA,Minas Gerais,cliente293@email.com
295,João Silva,ES,cliente295@email.com
296,Pedro  Santos,sp,cliente296@email.com
297,João Silva,SP,cliente297@email.com
298,Carlos José,sp,cliente298@email.com
299,Ana Paula,MG,cliente299@email.com
300,João Silva,sp,cliente300@email.com
